ID,SPECIES_NAME,TAXONOMIC_NAME,Level,submitted_name,valid_name_FishBase,Genus_FishBase,Family_FishBase,Class_FishBase,AphiaID,rls_EM,Comment
984,Epinephelus coioides,Epinephelus coioides,species,Epinephelus coioides,Epinephelus coioides,Epinephelus,Serranidae,Actinopteri,218200,1,NA
985,Epinephelus corallicola,Epinephelus corallicola,species,Epinephelus corallicola,Epinephelus corallicola,Epinephelus,Serranidae,Actinopteri,273844,1,NA
986,Epinephelus costae,Epinephelus costae,species,Epinephelus costae,Epinephelus costae,Epinephelus,Serranidae,Actinopteri,127034,1,NA
987,Epinephelus cyanopodus,Epinephelus cyanopodus,species,Epinephelus cyanopodus,Epinephelus cyanopodus,Epinephelus,Serranidae,Actinopteri,273845,1,NA
988,Epinephelus daemelii,Epinephelus daemelii,species,Epinephelus daemelii,Epinephelus daemelii,Epinephelus,Serranidae,Actinopteri,273846,1,NA
989,Epinephelus fasciatus,Epinephelus fasciatus,species,Epinephelus fasciatus,Epinephelus fasciatus,Epinephelus,Serranidae,Actinopteri,218207,1,NA
990,Epinephelus fuscoguttatus,Epinephelus fuscoguttatus,species,Epinephelus fuscoguttatus,Epinephelus fuscoguttatus,Epinephelus,Serranidae,Actinopteri,218218,1,NA
991,Epinephelus guttatus,Epinephelides guttatus,species,Epinephelus guttatus,Epinephelus guttatus,Epinephelus,Serranidae,Actinopteri,159352,1,NA
992,Epinephelus hexagonatus,Epinephelus hexagonatus,species,Epinephelus hexagonatus,Epinephelus hexagonatus,Epinephelus,Serranidae,Actinopteri,218232,1,NA
993,Epinephelus howlandi,Epinephelus howlandi,species,Epinephelus howlandi,Epinephelus howlandi,Epinephelus,Serranidae,Actinopteri,273856,1,NA
994,Epinephelus irroratus,Epinephelus irroratus,species,Epinephelus irroratus,Epinephelus irroratus,Epinephelus,Serranidae,Actinopteri,273857,1,NA
995,Epinephelus itajara,Epinephelus itajara,species,Epinephelus itajara,Epinephelus itajara,Epinephelus,Serranidae,Actinopteri,159353,1,NA
996,Epinephelus labriformis,Epinephelus labriformis,species,Epinephelus labriformis,Epinephelus labriformis,Epinephelus,Serranidae,Actinopteri,273858,1,NA
997,Epinephelus lanceolatus,Epinephelus lanceolatus,species,Epinephelus lanceolatus,Epinephelus lanceolatus,Epinephelus,Serranidae,Actinopteri,218224,1,NA
998,Epinephelus longispinis,Epinephelus longispinis,species,Epinephelus longispinis,Epinephelus longispinis,Epinephelus,Serranidae,Actinopteri,218221,1,NA
999,Epinephelus macrospilos,Epinephelus macrospilos,species,Epinephelus macrospilos,Epinephelus macrospilos,Epinephelus,Serranidae,Actinopteri,218202,1,NA
1000,Epinephelus maculatus,Epinephelus maculatus,species,Epinephelus maculatus,Epinephelus maculatus,Epinephelus,Serranidae,Actinopteri,273860,1,NA
1001,Epinephelus malabaricus,Epinephelus malabaricus,species,Epinephelus malabaricus,Epinephelus malabaricus,Epinephelus,Serranidae,Actinopteri,218206,1,NA
1002,Epinephelus marginatus,Epinephelus marginatus,species,Epinephelus marginatus,Epinephelus marginatus,Epinephelus,Serranidae,Actinopteri,127036,1,NA
1003,Epinephelus melanostigma,Epinephelus melanostigma,species,Epinephelus melanostigma,Epinephelus melanostigma,Epinephelus,Serranidae,Actinopteri,218242,1,NA
1004,Epinephelus merra,Epinephelus merra,species,Epinephelus merra,Epinephelus merra,Epinephelus,Serranidae,Actinopteri,218228,1,NA
1005,Epinephelus morio,Epinephelus morio,species,Epinephelus morio,Epinephelus morio,Epinephelus,Serranidae,Actinopteri,159354,1,NA
1006,Epinephelus multinotatus,Epinephelus multinotatus,species,Epinephelus multinotatus,Epinephelus multinotatus,Epinephelus,Serranidae,Actinopteri,218237,1,NA
1007,Epinephelus octofasciatus,Epinephelus octofasciatus,species,Epinephelus octofasciatus,Hyporthodus octofasciatus,Hyporthodus,Serranidae,Actinopteri,475079,1,NA
1008,Epinephelus ongus,Epinephelus ongus,species,Epinephelus ongus,Epinephelus ongus,Epinephelus,Serranidae,Actinopteri,218217,1,NA
1009,Epinephelus polyphekadion,Epinephelus polyphekadion,species,Epinephelus polyphekadion,Epinephelus polyphekadion,Epinephelus,Serranidae,Actinopteri,218197,1,NA
1010,Epinephelus quoyanus,Epinephelus quoyanus,species,Epinephelus quoyanus,Epinephelus quoyanus,Epinephelus,Serranidae,Actinopteri,218252,1,NA
1011,Epinephelus rivulatus,Epinephelus rivulatus,species,Epinephelus rivulatus,Epinephelus rivulatus,Epinephelus,Serranidae,Actinopteri,218216,1,NA
1012,Epinephelus socialis,Epinephelus socialis,species,Epinephelus socialis,Epinephelus socialis,Epinephelus,Serranidae,Actinopteri,273868,1,NA
1013,Epinephelus sp. (merra?),Epinephelus spp.,genus,NA,NA,Epinephelus,Serranidae,Actinopteri,NA,NA,NA
1014,Epinephelus spilotoceps,Epinephelus spilotoceps,species,Epinephelus spilotoceps,Epinephelus spilotoceps,Epinephelus,Serranidae,Actinopteri,218244,1,NA
1015,Epinephelus spp.,Epinephelus spp.,genus,NA,NA,Epinephelus,Serranidae,Actinopteri,NA,NA,NA
1016,Epinephelus striatus,Epinephelus striatus,species,Epinephelus striatus,Epinephelus striatus,Epinephelus,Serranidae,Actinopteri,159222,1,NA
1017,Epinephelus tauvina,Epinephelus tauvina,species,Epinephelus tauvina,Epinephelus tauvina,Epinephelus,Serranidae,Actinopteri,218205,1,NA
1018,Epinephelus trimaculatus,Epinephelus trimaculatus,species,Epinephelus trimaculatus,Epinephelus trimaculatus,Epinephelus,Serranidae,Actinopteri,273872,1,NA
1019,Epinephelus tukula,Epinephelus tukula,species,Epinephelus tukula,Epinephelus tukula,Epinephelus,Serranidae,Actinopteri,218246,1,NA
1020,Epinephelus undulatostriatus,Epinephelus undulatostriatus,species,Epinephelus undulatostriatus,Epinephelus undulatostriatus,Epinephelus,Serranidae,Actinopteri,273875,1,NA
1021,Equetus punctatus,Equetus punctatus,species,Equetus punctatus,Equetus punctatus,Equetus,Sciaenidae,Actinopteri,276097,1,NA
1022,Eubalichthys bucephalus,Eubalichthys bucephalus,species,Eubalichthys bucephalus,Eubalichthys bucephalus,Eubalichthys,Monacanthidae,Actinopteri,280729,1,NA
1023,Eubalichthys caeruleoguttatus,Eubalichthys caeruleoguttatus,species,Eubalichthys caeruleoguttatus,Eubalichthys caeruleoguttatus,Eubalichthys,Monacanthidae,Actinopteri,280730,1,NA
1024,Eubalichthys cyanoura,Eubalichthys cyanoura,species,Eubalichthys cyanoura,Eubalichthys cyanoura,Eubalichthys,Monacanthidae,Actinopteri,280731,1,NA
1025,Eubalichthys gunnii,Eubalichthys gunnii,species,Eubalichthys gunnii,Eubalichthys gunnii,Eubalichthys,Monacanthidae,Actinopteri,280732,1,NA
1026,Eubalichthys mosaicus,Eubalichthys mosaicus,species,Eubalichthys mosaicus,Eubalichthys mosaicus,Eubalichthys,Monacanthidae,Actinopteri,280733,1,NA
1027,Eucinostomus dowii,Eucinostomus dowii,species,Eucinostomus dowii,Eucinostomus dowii,Eucinostomus,Gerreidae,Actinopteri,276417,1,NA
1028,Eucrossorhinus dasypogon,Eucrossorhinus dasypogon,species,Eucrossorhinus dasypogon,Eucrossorhinus dasypogon,Eucrossorhinus,Orectolobidae,Elasmobranchii,298163,1,NA
1029,Eupetrichthys angustipes,Eupetrichthys angustipes,species,Eupetrichthys angustipes,Eupetrichthys angustipes,Eupetrichthys,Labridae,Actinopteri,280750,1,NA
1030,Euthynnus affinis,Euthynnus affinis,species,Euthynnus affinis,Euthynnus affinis,Euthynnus,Scombridae,Actinopteri,219708,1,NA
1031,Euthynnus lineatus,Euthynnus lineatus,species,Euthynnus lineatus,Euthynnus lineatus,Euthynnus,Scombridae,Actinopteri,273806,1,NA
1032,Eutrigla gurnardus,Eutrigla gurnardus,species,Eutrigla gurnardus,Eutrigla gurnardus,Eutrigla,Triglidae,Actinopteri,150637,1,NA
1033,Eviota ?punctulata,Eviota spp.,genus,NA,NA,Eviota,Gobiidae,Actinopteri,NA,NA,NA
1034,Eviota albolineata,Eviota albolineata,species,Eviota albolineata,Eviota albolineata,Eviota,Gobiidae,Actinopteri,219455,1,NA
1035,Eviota atriventris,Eviota atriventris,species,Eviota atriventris,Eviota atriventris,Eviota,Gobiidae,Actinopteri,712864,1,NA
1036,Eviota bifasciata,Eviota bifasciata,species,Eviota bifasciata,Eviota bifasciata,Eviota,Gobiidae,Actinopteri,278581,1,NA
1037,Eviota bimaculata,Eviota bimaculata,species,Eviota bimaculata,Eviota bimaculata,Eviota,Gobiidae,Actinopteri,278582,1,NA
1038,Eviota fasciola,Eviota fasciola,species,Eviota fasciola,Eviota fasciola,Eviota,Gobiidae,Actinopteri,278587,1,NA
1039,Eviota guttata,Eviota guttata,species,Eviota guttata,Eviota guttata,Eviota,Gobiidae,Actinopteri,219452,1,NA
1040,Eviota hoesei,Eviota hoesei,species,Eviota hoesei,Eviota hoesei,Eviota,Gobiidae,Actinopteri,388749,1,NA
1041,Eviota lachdeberei,Eviota lachdeberei,species,Eviota lachdeberei,Eviota lachdeberei,Eviota,Gobiidae,Actinopteri,278593,1,NA
1042,Eviota latifasciata,Eviota latifasciata,species,Eviota latifasciata,Eviota latifasciata,Eviota,Gobiidae,Actinopteri,278595,1,NA
1043,Eviota melasma,Eviota melasma,species,Eviota melasma,Eviota melasma,Eviota,Gobiidae,Actinopteri,278596,1,NA
1044,Eviota mikiae,Eviota mikiae,species,Eviota mikiae,Eviota mikiae,Eviota,Gobiidae,Actinopteri,278597,1,NA
1045,Eviota nigriventris,Eviota nigriventris,species,Eviota nigriventris,Eviota nigriventris,Eviota,Gobiidae,Actinopteri,219457,1,NA
1046,Eviota pellucida,Eviota pellucida,species,Eviota pellucida,Eviota pellucida,Eviota,Gobiidae,Actinopteri,278600,1,NA
1047,Eviota prasites,Eviota prasites,species,Eviota prasites,Eviota prasites,Eviota,Gobiidae,Actinopteri,278601,1,NA
1048,Eviota queenslandica (cf),Eviota spp.,species,Eviota queenslandica,Eviota queenslandica,Eviota,Gobiidae,Actinopteri,278604,1,NA
1049,Eviota raja,Eviota raja,species,Eviota raja,Eviota raja,Eviota,Gobiidae,Actinopteri,278605,1,NA
1050,Eviota readerae,Eviota readerae,species,Eviota readerae,Eviota readerae,Eviota,Gobiidae,Actinopteri,388750,1,NA
1051,Eviota rubriceps,Eviota rubriceps,species,Eviota rubriceps,Eviota rubriceps,Eviota,Gobiidae,Actinopteri,712871,1,NA
1052,Eviota sebreei,Eviota sebreei,species,Eviota sebreei,Eviota sebreei,Eviota,Gobiidae,Actinopteri,219461,1,NA
1053,Eviota sigillata,Eviota sigillata,species,Eviota sigillata,Eviota sigillata,Eviota,Gobiidae,Actinopteri,219453,1,NA
1054,Eviota sp. [atriventris],Eviota sp. [atriventris],genus,NA,NA,Eviota,Gobiidae,Actinopteri,NA,NA,NA
1055,Eviota sp. [cf nigriventris],Eviota sp. [cf nigriventris],genus,NA,NA,Eviota,Gobiidae,Actinopteri,NA,NA,NA
1056,Eviota sp. [green],Eviota sp. [green],genus,NA,NA,Eviota,Gobiidae,Actinopteri,NA,NA,NA
1057,Eviota sp. [translucent],Eviota sp. [translucent],genus,NA,NA,Eviota,Gobiidae,Actinopteri,NA,NA,NA
1058,Eviota spp.,Eviota spp.,genus,NA,NA,Eviota,Gobiidae,Actinopteri,NA,NA,NA
1059,Eviota storthynx,Eviota storthynx,species,Eviota storthynx,Eviota storthynx,Eviota,Gobiidae,Actinopteri,278611,1,NA
1060,Eviota zebrina,Eviota zebrina,species,Eviota zebrina,Eviota zebrina,Eviota,Gobiidae,Actinopteri,219451,1,NA
1061,Evistias acutirostris,Evistias acutirostris,species,Evistias acutirostris,Evistias acutirostris,Evistias,Pentacerotidae,Actinopteri,280765,1,NA
1062,Exallias brevis,Exallias brevis,species,Exallias brevis,Exallias brevis,Exallias,Blenniidae,Actinopteri,219286,1,NA
1063,Exocoetid spp.,Exocoetid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
1064,Exyrias belissimus,Exyrias belissimus,species,Exyrias belissimus,Exyrias belissimus,Exyrias,Gobiidae,Actinopteri,219465,1,NA
1065,Exyrias spp.,Exyrias spp.,genus,NA,NA,Exyrias,Gobiidae,Actinopteri,NA,NA,NA
1066,Favonigobius lateralis,Favonigobius lateralis,species,Favonigobius lateralis,Favonigobius lateralis,Favonigobius,Gobiidae,Actinopteri,280773,1,NA
1067,Fistularia commersonii,Fistularia commersonii,species,Fistularia commersonii,Fistularia commersonii,Fistularia,Fistulariidae,Actinopteri,217966,1,NA
1068,Fistularia petimba,Fistularia petimba,species,Fistularia petimba,Fistularia petimba,Fistularia,Fistulariidae,Actinopteri,159439,1,NA
1069,Fistularia spp.,Fistularia spp.,genus,NA,NA,Fistularia,Fistulariidae,Actinopteri,NA,NA,NA
1070,Fistularia tabacaria,Fistularia tabacaria,species,Fistularia tabacaria,Fistularia tabacaria,Fistularia,Fistulariidae,Actinopteri,159440,1,NA
1071,Foetorepus calauropomus,Foetorepus calauropomus,species,Foetorepus calauropomus,Foetorepus calauropomus,Foetorepus,Callionymidae,Actinopteri,276341,1,NA
1072,Forcipiger flavissimus,Forcipiger flavissimus,species,Forcipiger flavissimus,Forcipiger flavissimus,Forcipiger,Chaetodontidae,Actinopteri,218760,1,NA
1073,Forcipiger longirostris,Forcipiger longirostris,species,Forcipiger longirostris,Forcipiger longirostris,Forcipiger,Chaetodontidae,Actinopteri,218759,1,NA
1074,Forsterygion flavonigrum,Forsterygion flavonigrum,species,Forsterygion flavonigrum,Forsterygion flavonigrum,Forsterygion,Tripterygiidae,Actinopteri,280795,1,NA
1075,Forsterygion lapillum,Forsterygion lapillum,species,Forsterygion lapillum,Forsterygion lapillum,Forsterygion,Tripterygiidae,Actinopteri,280796,1,NA
1076,Forsterygion malcolmi,Forsterygion malcolmi,species,Forsterygion malcolmi,Forsterygion malcolmi,Forsterygion,Tripterygiidae,Actinopteri,280797,1,NA
1077,Forsterygion maryannae,Forsterygion maryannae,species,Forsterygion maryannae,Forsterygion maryannae,Forsterygion,Tripterygiidae,Actinopteri,712814,1,NA
1078,Forsterygion varium,Forsterygion varium,species,Forsterygion varium,Forsterygion varium,Forsterygion,Tripterygiidae,Actinopteri,280799,1,NA
1079,Furcina osimae,Furcina osimae,species,Furcina osimae,Furcina osimae,Furcina,Cottidae,Actinopteri,280804,1,NA
1080,Fusigobius duospilus,Fusigobius duospilus,species,Fusigobius duospilus,Fusigobius duospilus,Fusigobius,Gobiidae,Actinopteri,278766,1,NA
1081,Fusigobius inframaculatus,Fusigobius inframaculatus,species,Fusigobius inframaculatus,Fusigobius inframaculatus,Fusigobius,Gobiidae,Actinopteri,278767,1,NA
1082,Fusigobius maximus,Fusigobius maximus,species,Fusigobius maximus,Fusigobius maximus,Fusigobius,Gobiidae,Actinopteri,278768,1,NA
1083,Fusigobius melacron,Fusigobius melacron,species,Fusigobius melacron,Fusigobius melacron,Fusigobius,Gobiidae,Actinopteri,278769,1,NA
1084,Fusigobius neophytus,Fusigobius neophytus,species,Fusigobius neophytus,Fusigobius neophytus,Fusigobius,Gobiidae,Actinopteri,219467,1,NA
1085,Fusigobius signipinnis,Fusigobius signipinnis,species,Fusigobius signipinnis,Fusigobius signipinnis,Fusigobius,Gobiidae,Actinopteri,278771,1,NA
1086,Fusigobius sp.,Fusigobius spp.,genus,NA,NA,Fusigobius,Gobiidae,Actinopteri,NA,NA,NA
1087,Fusigobius spp.,Fusigobius spp.,genus,NA,NA,Fusigobius,Gobiidae,Actinopteri,NA,NA,NA
1088,Gadus morhua,Gadus morhua,species,Gadus morhua,Gadus morhua,Gadus,Gadidae,Actinopteri,126436,1,NA
1089,Galeocerdo cuvier,Galeocerdo cuvier,species,Galeocerdo cuvier,Galeocerdo cuvier,Galeocerdo,Carcharhinidae,Elasmobranchii,105799,1,NA
1090,Gasterosteus aculeatus,Gasterosteus aculeatus,species,Gasterosteus aculeatus,Gasterosteus aculeatus,Gasterosteus,Gasterosteidae,Actinopteri,126505,1,NA
1091,Genicanthus caudovittatus,Genicanthus caudovittatus,species,Genicanthus caudovittatus,Genicanthus caudovittatus,Genicanthus,Pomacanthidae,Actinopteri,211794,1,NA
1092,Genicanthus lamarck,Genicanthus lamarck,species,Genicanthus lamarck,Genicanthus lamarck,Genicanthus,Pomacanthidae,Actinopteri,211793,1,NA
1093,Genicanthus melanospilos,Genicanthus melanospilos,species,Genicanthus melanospilos,Genicanthus melanospilos,Genicanthus,Pomacanthidae,Actinopteri,279093,1,NA
1094,Genicanthus semicinctus,Genicanthus semicinctus,species,Genicanthus semicinctus,Genicanthus semicinctus,Genicanthus,Pomacanthidae,Actinopteri,279095,1,NA
1095,Genicanthus watanabei,Genicanthus watanabei,species,Genicanthus watanabei,Genicanthus watanabei,Genicanthus,Pomacanthidae,Actinopteri,279099,1,NA
1096,Genypterus tigerinus,Genypterus tigerinus,species,Genypterus tigerinus,Genypterus tigerinus,Genypterus,Ophidiidae,Actinopteri,278706,1,NA
1097,Gerres cinereus,Gerres cinereus,species,Gerres cinereus,Gerres cinereus,Gerres,Gerreidae,Actinopteri,276954,1,NA
1098,Gerres equulus,Gerres equulus,species,Gerres equulus,Gerres equulus,Gerres,Gerreidae,Actinopteri,276956,1,NA
1099,Gerres oblongus,Gerres oblongus,species,Gerres oblongus,Gerres oblongus,Gerres,Gerreidae,Actinopteri,218526,1,NA
1100,Gerres subfasciatus,Gerres subfasciatus,species,Gerres subfasciatus,Gerres subfasciatus,Gerres,Gerreidae,Actinopteri,276969,1,NA
1101,Gibbonsia sp. (elegans),Gibbonsia spp.,genus,NA,NA,Gibbonsia,Clinidae,Actinopteri,NA,NA,NA
1102,Ginglymostoma cirratum,Ginglymostoma cirratum,species,Ginglymostoma cirratum,Ginglymostoma cirratum,Ginglymostoma,Ginglymostomatidae,Elasmobranchii,105846,1,NA
1103,Girella cyanea,Girella cyanea,species,Girella cyanea,Girella cyanea,Girella,Kyphosidae,Actinopteri,280857,1,NA
1104,Girella elevata,Girella elevata,species,Girella elevata,Girella elevata,Girella,Kyphosidae,Actinopteri,280858,1,NA
1105,Girella fimbriata,Girella fimbriata,species,Girella fimbriata,Girella fimbriata,Girella,Kyphosidae,Actinopteri,280860,1,NA
1106,Girella freminvillii,Girella freminvillii,species,Girella freminvillii,Girella freminvillii,Girella,Kyphosidae,Actinopteri,280861,1,NA
1107,Girella laevifrons,Girella laevifrons,species,Girella laevifrons,Girella laevifrons,Girella,Kyphosidae,Actinopteri,314470,1,NA
1108,Girella nigricans,Girella nigricans,species,Girella nigricans,Girella nigricans,Girella,Kyphosidae,Actinopteri,280865,1,NA
1109,Girella punctata,Girella punctata,species,Girella punctata,Girella punctata,Girella,Kyphosidae,Actinopteri,280866,1,NA
1110,Girella simplicidens,Girella simplicidens,species,Girella simplicidens,Girella simplicidens,Girella,Kyphosidae,Actinopteri,280867,1,NA
1111,Girella tephraeops,Girella tephraeops,species,Girella tephraeops,Girella tephraeops,Girella,Kyphosidae,Actinopteri,280869,1,NA
1112,Girella tricuspidata,Girella tricuspidata,species,Girella tricuspidata,Girella tricuspidata,Girella,Kyphosidae,Actinopteri,280870,1,NA
1113,Girella zebra,Girella zebra,species,Girella zebra,Girella zebra,Girella,Kyphosidae,Actinopteri,280871,1,NA
1114,Gladiogobius ?brevispinis,Gladiogobius spp.,genus,NA,NA,Gladiogobius,Gobiidae,Actinopteri,NA,NA,NA
1115,Glaucosoma hebraicum,Glaucosoma hebraicum,species,Glaucosoma hebraicum,Glaucosoma hebraicum,Glaucosoma,Glaucosomatidae,Actinopteri,279190,1,NA
1116,Glaucosoma magnificum,Glaucosoma magnificum,species,Glaucosoma magnificum,Glaucosoma magnificum,Glaucosoma,Glaucosomatidae,Actinopteri,279191,1,NA
1117,Glaucosoma scapulare,Glaucosoma scapulare,species,Glaucosoma scapulare,Glaucosoma scapulare,Glaucosoma,Glaucosomatidae,Actinopteri,279192,1,NA
1118,Glyptoparus delicatulus,Glyptoparus delicatulus,species,Glyptoparus delicatulus,Glyptoparus delicatulus,Glyptoparus,Blenniidae,Actinopteri,219287,1,NA
1119,Glyptoparus sp. [Browse],Glyptoparus sp. [Browse],genus,NA,NA,Glyptoparus,Blenniidae,Actinopteri,NA,NA,NA
1120,Gnathanacanthus goetzeei,Gnathanacanthus goetzeei,species,Gnathanacanthus goetzeei,Gnathanacanthus goetzeei,Gnathanacanthus,Gnathanacanthidae,Actinopteri,280884,1,NA
1121,Gnathanodon speciosus,Gnathanodon speciosus,species,Gnathanodon speciosus,Gnathanodon speciosus,Gnathanodon,Carangidae,Actinopteri,218429,1,NA
1122,Gnathodentex aureolineatus,Gnathodentex aureolineatus,species,Gnathodentex aureolineatus,Gnathodentex aureolineatus,Gnathodentex,Lethrinidae,Actinopteri,218574,1,NA
1123,Gnatholepis anjerensis,Gnatholepis anjerensis,species,Gnatholepis anjerensis,Gnatholepis anjerensis,Gnatholepis,Gobiidae,Actinopteri,219475,1,NA
1124,Gnatholepis cauerensis,Gnatholepis cauerensis,species,Gnatholepis cauerensis,Gnatholepis cauerensis,Gnatholepis,Gobiidae,Actinopteri,219476,1,NA
1125,Gnatholepis spp.,Gnatholepis spp.,genus,NA,NA,Gnatholepis,Gobiidae,Actinopteri,NA,NA,NA
1126,Gnatholepis thompsoni,Gnatholepis thompsoni,species,Gnatholepis thompsoni,Gnatholepis thompsoni,Gnatholepis,Gobiidae,Actinopteri,277493,1,NA
1127,Gobiid sp. [orangetip],Gobiid sp. [orangetip],higher,NA,NA,NA,NA,NA,NA,NA,NA
1128,Gobiid spp.,Gobiid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
1129,Gobiodon ?histrio,Gobiodon spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
1130,Gobiodon citrinus,Gobiodon citrinus,species,Gobiodon citrinus,Gobiodon citrinus,Gobiodon,Gobiidae,Actinopteri,219479,1,NA
1131,Gobiodon heterospilos,Gobiodon heterospilos,species,Gobiodon heterospilos,Gobiodon heterospilos,Gobiodon,Gobiidae,Actinopteri,276927,1,NA
1132,Gobiodon histrio,Gobiodon histrio,species,Gobiodon histrio,Gobiodon histrio,Gobiodon,Gobiidae,Actinopteri,276928,1,NA
1133,Gobiodon okinawae,Gobiodon okinawae,species,Gobiodon okinawae,Gobiodon okinawae,Gobiodon,Gobiidae,Actinopteri,276931,1,NA
1134,Gobiodon quinquestrigatus,Gobiodon quinquestrigatus,species,Gobiodon quinquestrigatus,Gobiodon quinquestrigatus,Gobiodon,Gobiidae,Actinopteri,276933,1,NA
1135,Gobiodon sp. [1 GA],Gobiodon sp. [1 GA],higher,NA,NA,NA,NA,NA,NA,NA,NA
